data,valores,pedidos,temp_max,temp_min,temp_media,umid_max,umid_min,umid_mediana,rad_min,rad_max,rad_mediana,vento_raj_max,vento_vel_media,precipitacao_total,dia_semana_num,dia_semana_binario,day_of_year,mes,trimestre,Chuva_aberta,dia_mes,feriado,vespera_feriado,semana_ano
2022-02-24,1426.35,55.0,33.8,18.6,25.19,98.0,47.0,79.5,58.5,3489.0,2226.9,8.8,2.5,0.0,3.0,0.0,55,2,1,0.0,24.0,0,0,8
2022-02-25,2115.49,75.0,33.2,21.4,26.71,99.0,52.0,72.5,4.8,3115.7,1782.35,8.9,1.85,6.0,4.0,0.0,56,2,1,0.0,25.0,0,0,8
2022-02-26,3006.06,93.0,35.4,22.3,28.17,99.0,48.0,84.0,1.7,3383.2,2022.45,6.7,1.75,0.0,5.0,1.0,57,2,1,0.0,26.0,0,0,8
2022-02-27,2409.75,71.0,37.7,21.2,29.17,99.0,36.0,72.0,10.2,2575.6,1182.0,19.8,2.64,15.0,6.0,1.0,58,2,1,15.0,27.0,0,0,8
2022-02-28,639.97,22.0,25.4,20.3,21.88,100.0,77.0,96.0,1.2,418.0,199.3,14.0,1.9,42.8,0.0,0.0,59,2,1,20.0,28.0,0,0,9
2022-03-01,3237.65,105.0,28.8,19.7,23.42,100.0,58.0,83.0,39.5,3120.2,1806.2,8.5,1.59,0.2,1.0,0.0,60,3,1,0.2,1.0,0,0,9
2022-03-02,1637.49,60.0,32.0,18.2,23.88,100.0,33.0,87.5,41.7,3516.9,1970.5,6.3,1.3,0.0,2.0,0.0,61,3,1,0.0,2.0,0,0,9
2022-03-03,1894.89,70.0,32.4,16.6,24.08,100.0,36.0,76.5,32.3,3417.3,2171.9,6.5,1.34,0.0,3.0,0.0,62,3,1,0.0,3.0,0,0,9
2022-03-04,2198.4,80.0,33.5,17.0,25.27,100.0,46.0,74.0,31.0,3400.0,2140.1,5.8,1.51,0.0,4.0,0.0,63,3,1,0.0,4.0,0,0,9
2022-03-05,2236.78,71.0,35.1,20.8,26.91,100.0,46.0,85.0,35.4,3096.3,1095.1,6.0,1.35,6.4,5.0,1.0,64,3,1,6.4,5.0,0,0,9
2022-03-06,1930.55,61.0,33.5,21.7,24.29,100.0,61.0,99.0,0.7,2506.3,144.7,14.3,1.65,54.2,6.0,1.0,65,3,1,30.4,6.0,0,0,9
2022-03-07,1054.76,45.0,36.2,20.6,25.44,100.0,47.0,77.0,31.6,2910.4,845.5,19.8,2.92,7.0,0.0,0.0,66,3,1,6.6,7.0,0,0,10
2022-03-08,1861.91,65.0,28.3,19.7,22.73,100.0,63.0,91.5,55.0,2421.4,1535.6,8.4,1.67,0.8,1.0,0.0,67,3,1,0.0,8.0,0,0,10
2022-03-09,1495.86,52.0,29.3,20.6,24.03,99.0,69.0,92.0,13.1,2924.5,937.3,7.3,1.96,0.0,2.0,0.0,68,3,1,0.0,9.0,0,0,10
2022-03-10,944.39,38.0,25.9,20.7,23.23,100.0,78.0,98.5,1.5,1325.0,370.8,8.6,1.14,17.8,3.0,0.0,69,3,1,3.6,10.0,0,0,10
2022-03-11,1242.59,42.0,25.1,19.4,21.48,100.0,62.0,99.5,5.7,2463.6,951.3,7.7,2.19,27.4,4.0,0.0,70,3,1,0.0,11.0,0,0,10
2022-03-12,1716.97,55.0,25.0,12.5,18.9,100.0,47.0,75.0,26.8,3070.0,2100.7,9.0,2.04,0.0,5.0,1.0,71,3,1,0.0,12.0,0,0,10
2022-03-13,1736.6,55.0,19.8,16.2,17.82,100.0,77.0,92.0,24.8,900.7,496.3,6.5,2.56,2.8,6.0,1.0,72,3,1,2.6,13.0,0,0,10
2022-03-14,1022.35,29.0,25.6,17.5,19.87,100.0,63.0,99.0,14.8,3275.1,824.9,5.8,1.77,1.2,0.0,0.0,73,3,1,0.2,14.0,0,0,11
2022-03-15,1118.1,33.0,27.2,18.9,21.71,100.0,61.0,95.0,14.1,2544.2,1249.5,6.5,1.67,0.0,1.0,0.0,74,3,1,0.0,15.0,0,0,11
2022-03-16,1654.31,52.0,31.1,19.8,24.13,100.0,49.0,92.0,13.8,3290.8,2159.3,9.2,2.3,0.0,2.0,0.0,75,3,1,0.0,16.0,0,0,11
2022-03-17,1636.26,52.0,30.0,18.0,23.26,100.0,60.0,89.0,0.3,2870.2,1139.15,5.9,1.65,0.0,3.0,0.0,76,3,1,0.0,17.0,0,0,11
2022-03-18,2324.38,73.0,34.1,19.8,25.61,100.0,38.0,91.0,18.1,2886.0,1661.3,8.3,1.0,0.0,4.0,0.0,77,3,1,0.0,18.0,0,0,11
2022-03-19,1595.64,50.0,25.6,15.2,19.19,100.0,46.0,85.0,3.2,2642.9,1340.0,9.3,1.91,0.6,5.0,1.0,78,3,1,0.0,19.0,0,0,11
2022-03-20,3008.89,102.0,24.0,11.2,17.68,100.0,50.0,69.0,14.4,2740.6,2000.5,9.2,2.5,0.0,6.0,1.0,79,3,1,0.0,20.0,0,0,11
2022-03-21,1111.98,35.0,26.0,11.9,18.26,92.0,54.0,71.5,17.3,3175.1,1989.5,10.6,3.11,0.0,0.0,0.0,80,3,1,0.0,21.0,0,0,12
2022-03-22,1819.53,61.0,29.5,15.7,21.88,96.0,47.0,79.5,15.5,2869.4,1156.3,8.2,2.27,0.0,1.0,0.0,81,3,1,0.0,22.0,0,0,12
2022-03-23,774.71,25.0,25.9,20.6,22.94,100.0,69.0,83.0,0.8,1054.4,307.65,8.3,2.4,1.6,2.0,0.0,82,3,1,0.2,23.0,0,0,12
2022-03-24,862.3,31.0,28.7,19.3,22.28,100.0,50.0,90.5,4.1,2664.0,1038.8,11.6,1.84,9.8,3.0,0.0,83,3,1,0.0,24.0,0,0,12
2022-03-25,836.69,29.0,23.8,16.4,19.58,89.0,48.0,60.0,1.4,3131.6,1949.0,10.6,2.11,0.0,4.0,0.0,84,3,1,0.0,25.0,0,0,12
2022-03-26,1139.56,35.0,21.8,15.6,18.17,84.0,61.0,77.0,3.8,2313.6,740.4,9.0,1.94,0.0,5.0,1.0,85,3,1,0.0,26.0,0,0,12
2022-03-27,3543.81,111.0,27.4,14.1,19.85,100.0,46.0,83.0,9.1,3134.5,1934.3,6.3,0.95,0.0,6.0,1.0,86,3,1,0.0,27.0,0,0,12
2022-03-28,1587.87,50.0,28.8,12.2,20.01,100.0,41.0,80.0,8.3,3098.5,1933.7,6.4,1.18,0.0,0.0,0.0,87,3,1,0.0,28.0,0,1,13
2022-03-29,1542.8,52.0,34.4,14.8,24.27,100.0,44.0,68.0,0.0,3013.8,1471.65,14.1,2.45,3.0,1.0,0.0,88,3,1,3.0,29.0,1,0,13
2022-03-30,497.16,18.0,28.4,13.1,19.04,100.0,56.0,78.0,1.6,1483.8,511.0,10.9,1.49,48.2,2.0,0.0,89,3,1,0.0,30.0,0,1,13
2022-03-31,895.05,32.0,19.6,6.9,13.05,100.0,36.0,71.5,3.9,3146.3,1972.8,7.2,1.39,0.0,3.0,0.0,90,3,1,0.0,31.0,1,0,13
2022-04-01,969.94,35.0,21.3,6.4,13.09,100.0,46.0,83.5,5.6,3052.9,1904.1,9.7,1.66,0.0,4.0,0.0,91,4,2,0.0,1.0,0,0,13
2022-04-02,1010.77,40.0,25.1,10.4,16.91,99.0,54.0,80.5,5.3,3014.7,1872.1,7.9,1.81,0.0,5.0,1.0,92,4,2,0.0,2.0,0,0,13
2022-04-03,1152.46,38.0,19.8,16.7,17.56,100.0,79.0,100.0,0.6,254.4,87.5,7.6,2.2,90.8,6.0,1.0,93,4,2,44.8,3.0,0,0,13
2022-04-04,941.55,32.0,22.9,17.6,19.85,100.0,82.0,99.0,0.1,1825.4,386.8,8.0,1.38,25.4,0.0,0.0,94,4,2,2.2,4.0,0,0,14
2022-04-05,1061.41,38.0,25.1,18.6,20.78,100.0,67.0,96.5,3.8,2316.8,1165.5,6.6,1.88,0.2,1.0,0.0,95,4,2,0.0,5.0,0,0,14
2022-04-06,1455.38,55.0,27.3,15.7,20.15,100.0,54.0,96.0,3.3,2933.7,1318.4,5.5,1.6,0.0,2.0,0.0,96,4,2,0.0,6.0,0,0,14
2022-04-07,528.21,20.0,21.4,17.9,19.23,100.0,88.0,100.0,1.5,447.0,228.3,5.7,1.37,11.6,3.0,0.0,97,4,2,11.6,7.0,0,0,14
2022-04-08,1486.82,55.0,24.4,18.0,20.12,100.0,71.0,99.0,0.0,1551.0,500.5,6.6,1.77,2.4,4.0,0.0,98,4,2,0.4,8.0,0,0,14
2022-04-09,1991.17,65.0,25.0,15.7,19.4,100.0,69.0,98.0,3.9,1857.4,963.5,4.3,1.02,0.0,5.0,1.0,99,4,2,0.0,9.0,0,0,14
2022-04-10,3245.24,102.0,25.7,17.8,20.92,100.0,71.0,96.0,2.7,2606.7,765.7,8.5,1.87,0.0,6.0,1.0,100,4,2,0.0,10.0,0,0,14
2022-04-11,1265.59,40.0,25.0,18.9,21.75,100.0,64.0,80.5,4.3,1510.5,594.3,12.8,1.8,0.2,0.0,0.0,101,4,2,0.0,11.0,0,0,15
2022-04-12,1774.92,57.0,27.4,16.6,21.6,100.0,57.0,86.0,0.2,2710.6,1209.2,5.3,1.17,0.0,1.0,0.0,102,4,2,0.0,12.0,0,0,15
2022-04-13,1018.44,35.0,23.9,18.2,20.02,100.0,66.0,94.0,0.3,1488.7,483.0,4.9,1.52,0.0,2.0,0.0,103,4,2,0.0,13.0,0,0,15
2022-04-14,779.69,25.0,21.3,11.3,16.72,90.0,26.0,67.0,3.4,2908.8,1858.6,7.4,1.82,0.0,3.0,0.0,104,4,2,0.0,14.0,0,0,15
2022-04-15,1396.72,45.0,21.4,7.0,13.67,100.0,43.0,93.0,10.3,2842.5,1656.6,7.5,1.04,0.0,4.0,0.0,105,4,2,0.0,15.0,0,0,15
2022-04-16,923.85,32.0,22.1,9.0,15.4,100.0,48.0,95.5,5.2,2706.9,1573.75,9.8,1.58,0.2,5.0,1.0,106,4,2,0.0,16.0,0,0,15
2022-04-17,1212.48,40.0,23.7,10.0,16.22,100.0,52.0,85.0,1.7,2732.0,909.4,7.2,1.57,0.0,6.0,1.0,107,4,2,0.0,17.0,0,0,15
2022-04-18,1041.06,37.0,26.1,14.1,19.05,100.0,48.0,78.0,2.7,2729.6,1395.85,6.1,1.72,0.0,0.0,0.0,108,4,2,0.0,18.0,0,0,16
2022-04-19,1126.75,35.0,27.6,11.9,19.1,100.0,36.0,80.0,1.9,2649.2,1442.45,4.5,1.15,0.0,1.0,0.0,109,4,2,0.0,19.0,0,0,16
2022-04-20,1154.5,42.0,27.3,12.9,18.88,100.0,47.0,88.0,158.4,2668.6,1730.5,6.9,1.46,0.2,2.0,0.0,110,4,2,0.0,20.0,0,1,16
2022-04-21,2178.32,70.0,27.2,14.4,18.74,100.0,48.0,96.5,1.4,2607.5,745.1,4.3,0.92,0.0,3.0,0.0,111,4,2,0.0,21.0,1,0,16
2022-04-22,1109.49,35.0,26.0,14.0,19.15,100.0,53.0,93.0,67.5,2447.6,903.9,10.1,1.55,2.6,4.0,0.0,112,4,2,2.4,22.0,0,0,16
2022-04-23,1199.43,35.0,20.3,12.1,15.96,100.0,50.0,93.0,1.1,2718.7,1416.3,10.1,1.44,19.6,5.0,1.0,113,4,2,0.0,23.0,0,0,16
2022-04-24,2566.63,82.0,25.5,8.4,15.75,100.0,60.0,95.0,0.2,2656.8,1641.0,7.8,1.72,0.2,6.0,1.0,114,4,2,0.0,24.0,0,0,16
2022-04-25,907.03,35.0,27.5,18.2,22.68,100.0,59.0,77.0,0.0,600.1,243.3,18.0,4.08,20.8,0.0,0.0,115,4,2,20.8,25.0,0,0,17
2022-04-26,999.95,33.0,27.0,17.1,20.88,99.0,73.0,87.5,0.0,1633.7,173.6,12.1,2.95,14.6,1.0,0.0,116,4,2,0.2,26.0,0,0,17
2022-04-27,1973.07,62.0,33.2,22.7,28.05,91.0,45.0,61.0,6.6,2497.6,836.1,20.1,5.44,0.0,2.0,0.0,117,4,2,0.0,27.0,0,0,17
2022-04-28,1009.16,35.0,23.0,14.5,17.92,100.0,90.0,99.0,15.2,569.5,112.1,16.4,2.4,41.4,3.0,0.0,118,4,2,4.6,28.0,0,0,17
2022-04-29,738.5,30.0,18.8,11.7,14.55,100.0,50.0,96.0,1.1,2538.6,1149.75,8.8,1.67,0.2,4.0,0.0,119,4,2,0.0,29.0,0,0,17
2022-04-30,1457.87,43.0,18.7,10.1,13.68,100.0,66.0,92.0,57.4,2411.0,862.9,8.4,2.04,2.8,5.0,1.0,120,4,2,2.8,30.0,0,1,17
2022-05-01,1574.24,44.0,19.7,15.0,16.7,100.0,81.0,99.0,0.3,1046.9,469.9,7.1,1.36,10.8,6.0,1.0,121,5,2,0.8,1.0,1,0,17
2022-05-02,287.4,11.0,17.5,12.9,14.78,100.0,91.0,97.0,26.4,452.6,238.0,11.1,2.69,13.4,0.0,0.0,122,5,2,6.8,2.0,0,0,18
2022-05-03,277.71,11.0,15.6,12.8,14.08,100.0,91.0,100.0,0.2,557.1,159.5,12.3,2.83,20.4,1.0,0.0,123,5,2,14.0,3.0,0,0,18
2022-05-04,687.1,28.0,21.1,13.4,16.93,100.0,73.0,95.5,0.0,1413.1,510.3,12.3,3.46,5.4,2.0,0.0,124,5,2,0.0,4.0,0,0,18
2022-05-05,1005.45,33.0,21.9,14.3,17.29,100.0,55.0,92.0,76.0,2371.1,1048.2,6.7,1.38,0.2,3.0,0.0,125,5,2,0.2,5.0,0,0,18
2022-05-06,454.92,17.0,20.5,9.5,13.98,100.0,54.0,100.0,111.6,2463.3,1326.9,6.0,1.15,0.0,4.0,0.0,126,5,2,0.0,6.0,0,0,18
2022-05-07,1403.95,40.0,20.9,8.0,13.17,100.0,58.0,100.0,103.0,2499.0,1161.1,5.8,1.08,0.2,5.0,1.0,127,5,2,0.0,7.0,0,0,18
2022-05-08,2715.47,82.0,22.4,10.3,14.81,100.0,59.0,100.0,76.7,2444.9,1503.9,5.5,1.44,0.4,6.0,1.0,128,5,2,0.0,8.0,0,0,18
2022-05-09,1137.56,37.0,23.2,9.3,15.9,100.0,63.0,97.0,76.5,2313.3,1386.7,5.0,1.1,0.2,0.0,0.0,129,5,2,0.0,9.0,0,0,19
2022-05-10,666.42,28.0,21.0,13.6,16.97,100.0,78.0,100.0,12.9,1380.8,397.1,3.9,0.92,1.8,1.0,0.0,130,5,2,0.0,10.0,0,0,19
2022-05-11,681.13,25.0,19.9,13.5,16.28,100.0,74.0,100.0,0.2,1305.1,318.2,5.3,1.09,0.0,2.0,0.0,131,5,2,0.0,11.0,0,0,19
2022-05-12,861.17,31.0,19.1,10.0,13.63,100.0,55.0,96.0,46.5,2037.7,922.0,4.2,0.98,0.2,3.0,0.0,132,5,2,0.0,12.0,0,0,19
2022-05-13,827.66,28.0,20.4,7.8,12.66,100.0,60.0,100.0,0.4,2340.8,1030.65,6.2,1.61,0.2,4.0,0.0,133,5,2,0.0,13.0,0,0,19
2022-05-14,699.13,25.0,17.9,11.2,14.27,100.0,83.0,96.5,21.4,1145.6,368.8,4.4,1.13,0.0,5.0,1.0,134,5,2,0.0,14.0,0,0,19
2022-05-15,1331.49,38.0,16.6,13.3,15.32,100.0,92.0,100.0,41.3,670.3,259.2,5.5,1.05,3.0,6.0,1.0,135,5,2,1.2,15.0,0,0,19
2022-05-16,503.58,19.0,14.3,6.5,10.72,97.0,58.0,78.0,12.1,2307.2,705.3,9.4,1.51,0.2,0.0,0.0,136,5,2,0.0,16.0,0,1,20
2022-05-17,390.88,17.0,11.9,8.3,10.08,100.0,63.0,87.5,12.9,1323.4,686.1,12.7,2.76,6.6,1.0,0.0,137,5,2,4.2,17.0,1,0,20
2022-05-18,432.24,18.0,18.0,10.0,12.85,100.0,69.0,92.5,12.2,1536.1,813.8,11.0,2.5,2.4,2.0,0.0,138,5,2,0.0,18.0,0,0,20
2022-05-19,333.62,15.0,14.3,9.1,11.44,100.0,72.0,94.5,22.0,956.0,272.3,4.2,0.9,0.0,3.0,0.0,139,5,2,0.0,19.0,0,0,20
2022-05-20,468.55,20.0,18.4,3.5,10.05,100.0,56.0,100.0,84.1,2099.5,1422.1,4.4,0.8,0.2,4.0,0.0,140,5,2,0.0,20.0,0,0,20
2022-05-21,948.3,40.0,20.3,4.5,11.28,100.0,53.0,100.0,85.5,2256.5,1350.1,4.5,0.83,0.2,5.0,1.0,141,5,2,0.2,21.0,0,0,20
2022-05-22,1891.63,65.0,20.9,8.2,12.92,100.0,55.0,100.0,2.2,2237.3,1093.8,2.9,0.67,0.0,6.0,1.0,142,5,2,0.0,22.0,0,0,20
2022-05-23,488.14,20.0,20.5,6.1,12.25,100.0,67.0,100.0,67.7,2175.2,1272.1,,,0.2,0.0,0.0,143,5,2,0.0,23.0,0,0,21
2022-05-24,1007.8,38.0,26.0,8.1,15.93,100.0,48.0,99.0,75.3,2138.3,1248.3,,,0.2,1.0,0.0,144,5,2,0.0,24.0,0,0,21
2022-05-25,1074.53,40.0,28.5,12.7,19.31,100.0,37.0,75.5,44.9,2156.2,680.8,,,0.2,2.0,0.0,145,5,2,0.2,25.0,0,0,21
2022-05-26,548.53,21.0,20.1,15.7,17.29,100.0,80.0,100.0,16.7,393.2,249.3,,,14.6,3.0,0.0,146,5,2,0.0,26.0,0,0,21
2022-05-27,395.18,18.0,21.9,16.5,17.87,100.0,74.0,100.0,6.4,1120.2,98.7,3.1,0.82,11.8,4.0,0.0,147,5,2,9.0,27.0,0,0,21
